      step       potential         kinetic           total               T
      4544   -0.231366E+03    0.978855E+01   -0.221577E+03    0.103583E+00
      4545   -0.231388E+03    0.978517E+01   -0.221603E+03    0.103547E+00
      4546   -0.231411E+03    0.978220E+01   -0.221629E+03    0.103515E+00
      4547   -0.231435E+03    0.977964E+01   -0.221655E+03    0.103488E+00
      4548   -0.231460E+03    0.977751E+01   -0.221682E+03    0.103466E+00
      4549   -0.231485E+03    0.977583E+01   -0.221709E+03    0.103448E+00
      4550   -0.231512E+03    0.977460E+01   -0.221737E+03    0.103435E+00
      4551   -0.231539E+03    0.977383E+01   -0.221765E+03    0.103427E+00
      4552   -0.231567E+03    0.977354E+01   -0.221793E+03    0.103424E+00
      4553   -0.231596E+03    0.977374E+01   -0.221822E+03    0.103426E+00
      4554   -0.231625E+03    0.977443E+01   -0.221851E+03    0.103433E+00
      4555   -0.231656E+03    0.977563E+01   -0.221880E+03    0.103446E+00
      4556   -0.231688E+03    0.977736E+01   -0.221910E+03    0.103464E+00
      4557   -0.231720E+03    0.977962E+01   -0.221941E+03    0.103488E+00
      4558   -0.231754E+03    0.978242E+01   -0.221971E+03    0.103518E+00
      4559   -0.231788E+03    0.978577E+01   -0.222002E+03    0.103553E+00
      4560   -0.231823E+03    0.978969E+01   -0.222033E+03    0.103595E+00
      4561   -0.231859E+03    0.979419E+01   -0.222065E+03    0.103642E+00
      4562   -0.231896E+03    0.979928E+01   -0.222097E+03    0.103696E+00
      4563   -0.231935E+03    0.980496E+01   -0.222130E+03    0.103756E+00
      4564   -0.231974E+03    0.981125E+01   -0.222162E+03    0.103823E+00
      4565   -0.232014E+03    0.981815E+01   -0.222196E+03    0.103896E+00
      4566   -0.232055E+03    0.982569E+01   -0.222229E+03    0.103976E+00
      4567   -0.232097E+03    0.983385E+01   -0.222263E+03    0.104062E+00
      4568   -0.232140E+03    0.984266E+01   -0.222297E+03    0.104155E+00
      4569   -0.232184E+03    0.985212E+01   -0.222332E+03    0.104255E+00
      4570   -0.232229E+03    0.986223E+01   -0.222367E+03    0.104362E+00
      4571   -0.232275E+03    0.987301E+01   -0.222402E+03    0.104476E+00
      4572   -0.232322E+03    0.988445E+01   -0.222438E+03    0.104597E+00
      4573   -0.232371E+03    0.989657E+01   -0.222474E+03    0.104726E+00
      4574   -0.232420E+03    0.990935E+01   -0.222510E+03    0.104861E+00
      4575   -0.232470E+03    0.992282E+01   -0.222547E+03    0.105003E+00
      4576   -0.232521E+03    0.993696E+01   -0.222584E+03    0.105153E+00
      4577   -0.232573E+03    0.995178E+01   -0.222622E+03    0.105310E+00
      4578   -0.232627E+03    0.996727E+01   -0.222659E+03    0.105474E+00
      4579   -0.232681E+03    0.998344E+01   -0.222698E+03    0.105645E+00
      4580   -0.232736E+03    0.100003E+02   -0.222736E+03    0.105823E+00
      4581   -0.232793E+03    0.100178E+02   -0.222775E+03    0.106008E+00
      4582   -0.232850E+03    0.100359E+02   -0.222814E+03    0.106200E+00
      4583   -0.232908E+03    0.100547E+02   -0.222853E+03    0.106399E+00
      4584   -0.232967E+03    0.100742E+02   -0.222893E+03    0.106605E+00
      4585   -0.233028E+03    0.100943E+02   -0.222933E+03    0.106817E+00
      4586   -0.233089E+03    0.101149E+02   -0.222974E+03    0.107036E+00
      4587   -0.233151E+03    0.101362E+02   -0.223014E+03    0.107262E+00
      4588   -0.233214E+03    0.101581E+02   -0.223056E+03    0.107493E+00
      4589   -0.233278E+03    0.101805E+02   -0.223097E+03    0.107731E+00
      4590   -0.233342E+03    0.102035E+02   -0.223139E+03    0.107974E+00
      4591   -0.233408E+03    0.102270E+02   -0.223181E+03    0.108223E+00
      4592   -0.233474E+03    0.102511E+02   -0.223223E+03    0.108477E+00
      4593   -0.233542E+03    0.102756E+02   -0.223266E+03    0.108736E+00
      4594   -0.233609E+03    0.103005E+02   -0.223309E+03    0.109000E+00
      4595   -0.233678E+03    0.103259E+02   -0.223352E+03    0.109269E+00
      4596   -0.233748E+03    0.103517E+02   -0.223396E+03    0.109542E+00
      4597   -0.233818E+03    0.103778E+02   -0.223440E+03    0.109818E+00
      4598   -0.233889E+03    0.104043E+02   -0.223484E+03    0.110098E+00
      4599   -0.233960E+03    0.104311E+02   -0.223529E+03    0.110382E+00
      4600   -0.234032E+03    0.104581E+02   -0.223574E+03    0.110668E+00
      4601   -0.234104E+03    0.104854E+02   -0.223619E+03    0.110956E+00
      4602   -0.234177E+03    0.105128E+02   -0.223664E+03    0.111247E+00
      4603   -0.234251E+03    0.105404E+02   -0.223710E+03    0.111539E+00
      4604   -0.234325E+03    0.105681E+02   -0.223756E+03    0.111832E+00
      4605   -0.234399E+03    0.105959E+02   -0.223803E+03    0.112126E+00
      4606   -0.234473E+03    0.106237E+02   -0.223850E+03    0.112420E+00
      4607   -0.234548E+03    0.106515E+02   -0.223897E+03    0.112714E+00
      4608   -0.234623E+03    0.106792E+02   -0.223944E+03    0.113008E+00
      4609   -0.234698E+03    0.107068E+02   -0.223992E+03    0.113300E+00
      4610   -0.234774E+03    0.107343E+02   -0.224039E+03    0.113590E+00
      4611   -0.234849E+03    0.107616E+02   -0.224088E+03    0.113879E+00
      4612   -0.234925E+03    0.107886E+02   -0.224136E+03    0.114165E+00
      4613   -0.235000E+03    0.108153E+02   -0.224185E+03    0.114447E+00
      4614   -0.235076E+03    0.108417E+02   -0.224234E+03    0.114727E+00
      4615   -0.235151E+03    0.108676E+02   -0.224284E+03    0.115002E+00
      4616   -0.235227E+03    0.108932E+02   -0.224333E+03    0.115272E+00
      4617   -0.235302E+03    0.109183E+02   -0.224383E+03    0.115537E+00
      4618   -0.235377E+03    0.109428E+02   -0.224434E+03    0.115797E+00
      4619   -0.235451E+03    0.109668E+02   -0.224484E+03    0.116051E+00
      4620   -0.235525E+03    0.109901E+02   -0.224535E+03    0.116298E+00
      4621   -0.235599E+03    0.110128E+02   -0.224586E+03    0.116538E+00
      4622   -0.235673E+03    0.110348E+02   -0.224638E+03    0.116771E+00
      4623   -0.235746E+03    0.110561E+02   -0.224690E+03    0.116996E+00
      4624   -0.235818E+03    0.110766E+02   -0.224742E+03    0.117212E+00
      4625   -0.235890E+03    0.110962E+02   -0.224794E+03    0.117420E+00
      4626   -0.235962E+03    0.111150E+02   -0.224847E+03    0.117619E+00
      4627   -0.236033E+03    0.111329E+02   -0.224900E+03    0.117809E+00
      4628   -0.236103E+03    0.111499E+02   -0.224953E+03    0.117988E+00
      4629   -0.236172E+03    0.111659E+02   -0.225007E+03    0.118158E+00
      4630   -0.236241E+03    0.111809E+02   -0.225060E+03    0.118317E+00
      4631   -0.236309E+03    0.111949E+02   -0.225115E+03    0.118465E+00
      4632   -0.236377E+03    0.112079E+02   -0.225169E+03    0.118602E+00
      4633   -0.236443E+03    0.112198E+02   -0.225224E+03    0.118728E+00
      4634   -0.236509E+03    0.112306E+02   -0.225279E+03    0.118843E+00
      4635   -0.236574E+03    0.112403E+02   -0.225334E+03    0.118945E+00
      4636   -0.236639E+03    0.112489E+02   -0.225390E+03    0.119036E+00
      4637   -0.236702E+03    0.112564E+02   -0.225445E+03    0.119116E+00
      4638   -0.236764E+03    0.112628E+02   -0.225502E+03    0.119183E+00
      4639   -0.236826E+03    0.112680E+02   -0.225558E+03    0.119238E+00
      4640   -0.236887E+03    0.112720E+02   -0.225615E+03    0.119281E+00
      4641   -0.236947E+03    0.112749E+02   -0.225672E+03    0.119311E+00
      4642   -0.237006E+03    0.112767E+02   -0.225729E+03    0.119330E+00
      4643   -0.237064E+03    0.112773E+02   -0.225787E+03    0.119336E+00
      4644   -0.237122E+03    0.112768E+02   -0.225845E+03    0.119331E+00
      4645   -0.237178E+03    0.112751E+02   -0.225903E+03    0.119314E+00
      4646   -0.237234E+03    0.112724E+02   -0.225962E+03    0.119284E+00
      4647   -0.237289E+03    0.112685E+02   -0.226020E+03    0.119244E+00
      4648   -0.237343E+03    0.112636E+02   -0.226080E+03    0.119191E+00
      4649   -0.237397E+03    0.112576E+02   -0.226139E+03    0.119128E+00
      4650   -0.237449E+03    0.112506E+02   -0.226199E+03    0.119054E+00
      4651   -0.237501E+03    0.112426E+02   -0.226259E+03    0.118969E+00
      4652   -0.237553E+03    0.112336E+02   -0.226319E+03    0.118874E+00
      4653   -0.237603E+03    0.112236E+02   -0.226380E+03    0.118769E+00
      4654   -0.237653E+03    0.112128E+02   -0.226440E+03    0.118654E+00
      4655   -0.237703E+03    0.112011E+02   -0.226502E+03    0.118530E+00
      4656   -0.237752E+03    0.111885E+02   -0.226563E+03    0.118397E+00
      4657   -0.237800E+03    0.111752E+02   -0.226625E+03    0.118256E+00
      4658   -0.237848E+03    0.111611E+02   -0.226687E+03    0.118107E+00
      4659   -0.237896E+03    0.111463E+02   -0.226749E+03    0.117950E+00
      4660   -0.237943E+03    0.111308E+02   -0.226812E+03    0.117786E+00
      4661   -0.237990E+03    0.111147E+02   -0.226875E+03    0.117616E+00
      4662   -0.238036E+03    0.110980E+02   -0.226938E+03    0.117439E+00
      4663   -0.238083E+03    0.110809E+02   -0.227002E+03    0.117258E+00
      4664   -0.238129E+03    0.110632E+02   -0.227066E+03    0.117071E+00
      4665   -0.238175E+03    0.110451E+02   -0.227130E+03    0.116880E+00
      4666   -0.238221E+03    0.110267E+02   -0.227194E+03    0.116685E+00
      4667   -0.238267E+03    0.110080E+02   -0.227259E+03    0.116487E+00
      4668   -0.238313E+03    0.109890E+02   -0.227324E+03    0.116285E+00
      4669   -0.238359E+03    0.109698E+02   -0.227389E+03    0.116082E+00
      4670   -0.238406E+03    0.109504E+02   -0.227455E+03    0.115877E+00
      4671   -0.238452E+03    0.109310E+02   -0.227521E+03    0.115672E+00
      4672   -0.238499E+03    0.109115E+02   -0.227587E+03    0.115465E+00
      4673   -0.238546E+03    0.108920E+02   -0.227654E+03    0.115259E+00
      4674   -0.238593E+03    0.108725E+02   -0.227721E+03    0.115053E+00
      4675   -0.238641E+03    0.108532E+02   -0.227788E+03    0.114849E+00
      4676   -0.238690E+03    0.108341E+02   -0.227855E+03    0.114646E+00
      4677   -0.238738E+03    0.108151E+02   -0.227923E+03    0.114446E+00
      4678   -0.238788E+03    0.107964E+02   -0.227991E+03    0.114248E+00
      4679   -0.238838E+03    0.107781E+02   -0.228060E+03    0.114053E+00
      4680   -0.238888E+03    0.107600E+02   -0.228128E+03    0.113863E+00
      4681   -0.238940E+03    0.107424E+02   -0.228197E+03    0.113676E+00
      4682   -0.238992E+03    0.107252E+02   -0.228267E+03    0.113494E+00
      4683   -0.239045E+03    0.107085E+02   -0.228336E+03    0.113318E+00
      4684   -0.239099E+03    0.106923E+02   -0.228406E+03    0.113146E+00
      4685   -0.239153E+03    0.106767E+02   -0.228477E+03    0.112981E+00
      4686   -0.239209E+03    0.106617E+02   -0.228547E+03    0.112822E+00
      4687   -0.239265E+03    0.106473E+02   -0.228618E+03    0.112670E+00
      4688   -0.239323E+03    0.106336E+02   -0.228689E+03    0.112525E+00
      4689   -0.239381E+03    0.106206E+02   -0.228761E+03    0.112387E+00
      4690   -0.239441E+03    0.106083E+02   -0.228833E+03    0.112257E+00
      4691   -0.239502E+03    0.105967E+02   -0.228905E+03    0.112134E+00
      4692   -0.239563E+03    0.105859E+02   -0.228977E+03    0.112020E+00
      4693   -0.239626E+03    0.105759E+02   -0.229050E+03    0.111914E+00
      4694   -0.239690E+03    0.105667E+02   -0.229123E+03    0.111817E+00
      4695   -0.239755E+03    0.105584E+02   -0.229197E+03    0.111729E+00
      4696   -0.239821E+03    0.105509E+02   -0.229270E+03    0.111649E+00
      4697   -0.239889E+03    0.105442E+02   -0.229344E+03    0.111579E+00
      4698   -0.239957E+03    0.105384E+02   -0.229419E+03    0.111518E+00
      4699   -0.240027E+03    0.105335E+02   -0.229494E+03    0.111465E+00
      4700   -0.240098E+03    0.105294E+02   -0.229569E+03    0.111423E+00
      4701   -0.240170E+03    0.105263E+02   -0.229644E+03    0.111389E+00
      4702   -0.240244E+03    0.105240E+02   -0.229720E+03    0.111365E+00
      4703   -0.240318E+03    0.105226E+02   -0.229796E+03    0.111351E+00
      4704   -0.240394E+03    0.105221E+02   -0.229872E+03    0.111345E+00
      4705   -0.240471E+03    0.105225E+02   -0.229949E+03    0.111349E+00
      4706   -0.240550E+03    0.105238E+02   -0.230026E+03    0.111363E+00
      4707   -0.240629E+03    0.105259E+02   -0.230103E+03    0.111385E+00
      4708   -0.240710E+03    0.105289E+02   -0.230181E+03    0.111417E+00
      4709   -0.240792E+03    0.105327E+02   -0.230259E+03    0.111457E+00
      4710   -0.240875E+03    0.105374E+02   -0.230337E+03    0.111507E+00
      4711   -0.240959E+03    0.105429E+02   -0.230416E+03    0.111565E+00
      4712   -0.241044E+03    0.105492E+02   -0.230495E+03    0.111631E+00
      4713   -0.241131E+03    0.105562E+02   -0.230575E+03    0.111706E+00
      4714   -0.241219E+03    0.105641E+02   -0.230654E+03    0.111789E+00
      4715   -0.241307E+03    0.105727E+02   -0.230735E+03    0.111881E+00
      4716   -0.241397E+03    0.105821E+02   -0.230815E+03    0.111980E+00
      4717   -0.241488E+03    0.105921E+02   -0.230896E+03    0.112086E+00
      4718   -0.241580E+03    0.106029E+02   -0.230977E+03    0.112200E+00
      4719   -0.241673E+03    0.106143E+02   -0.231059E+03    0.112321E+00
      4720   -0.241767E+03    0.106264E+02   -0.231140E+03    0.112449E+00
      4721   -0.241862E+03    0.106392E+02   -0.231223E+03    0.112584E+00
      4722   -0.241958E+03    0.106525E+02   -0.231305E+03    0.112725E+00
      4723   -0.242055E+03    0.106664E+02   -0.231388E+03    0.112872E+00
      4724   -0.242152E+03    0.106808E+02   -0.231471E+03    0.113025E+00
      4725   -0.242251E+03    0.106958E+02   -0.231555E+03    0.113183E+00
      4726   -0.242351E+03    0.107113E+02   -0.231639E+03    0.113347E+00
      4727   -0.242451E+03    0.107273E+02   -0.231724E+03    0.113516E+00
      4728   -0.242552E+03    0.107437E+02   -0.231808E+03    0.113690E+00
      4729   -0.242654E+03    0.107605E+02   -0.231893E+03    0.113868E+00
      4730   -0.242757E+03    0.107778E+02   -0.231979E+03    0.114051E+00
      4731   -0.242860E+03    0.107954E+02   -0.232065E+03    0.114237E+00
      4732   -0.242964E+03    0.108134E+02   -0.232151E+03    0.114427E+00
      4733   -0.243069E+03    0.108316E+02   -0.232238E+03    0.114620E+00
      4734   -0.243175E+03    0.108502E+02   -0.232325E+03    0.114817E+00
      4735   -0.243281E+03    0.108690E+02   -0.232412E+03    0.115016E+00
      4736   -0.243388E+03    0.108881E+02   -0.232500E+03    0.115218E+00
      4737   -0.243495E+03    0.109073E+02   -0.232588E+03    0.115422E+00
      4738   -0.243603E+03    0.109268E+02   -0.232676E+03    0.115627E+00
      4739   -0.243712E+03    0.109464E+02   -0.232765E+03    0.115834E+00
      4740   -0.243821E+03    0.109661E+02   -0.232855E+03    0.116043E+00
      4741   -0.243930E+03    0.109859E+02   -0.232944E+03    0.116252E+00
      4742   -0.244040E+03    0.110057E+02   -0.233034E+03    0.116463E+00
      4743   -0.244150E+03    0.110256E+02   -0.233125E+03    0.116673E+00
      4744   -0.244261E+03    0.110455E+02   -0.233215E+03    0.116884E+00
      4745   -0.244372E+03    0.110654E+02   -0.233307E+03    0.117094E+00
      4746   -0.244483E+03    0.110852E+02   -0.233398E+03    0.117303E+00
      4747   -0.244595E+03    0.111049E+02   -0.233490E+03    0.117512E+00
      4748   -0.244707E+03    0.111245E+02   -0.233582E+03    0.117720E+00
      4749   -0.244819E+03    0.111440E+02   -0.233675E+03    0.117926E+00
      4750   -0.244932E+03    0.111633E+02   -0.233768E+03    0.118130E+00
      4751   -0.245044E+03    0.111823E+02   -0.233862E+03    0.118332E+00
      4752   -0.245157E+03    0.112012E+02   -0.233956E+03    0.118531E+00
      4753   -0.245270E+03    0.112197E+02   -0.234050E+03    0.118727E+00
      4754   -0.245383E+03    0.112380E+02   -0.234145E+03    0.118921E+00
      4755   -0.245496E+03    0.112559E+02   -0.234240E+03    0.119110E+00
      4756   -0.245609E+03    0.112735E+02   -0.234335E+03    0.119296E+00
      4757   -0.245722E+03    0.112907E+02   -0.234431E+03    0.119478E+00
      4758   -0.245835E+03    0.113074E+02   -0.234527E+03    0.119655E+00
      4759   -0.245948E+03    0.113237E+02   -0.234624E+03    0.119827E+00
      4760   -0.246061E+03    0.113394E+02   -0.234721E+03    0.119994E+00
      4761   -0.246173E+03    0.113547E+02   -0.234819E+03    0.120155E+00
      4762   -0.246286E+03    0.113694E+02   -0.234916E+03    0.120311E+00
      4763   -0.246398E+03    0.113835E+02   -0.235015E+03    0.120460E+00
      4764   -0.246510E+03    0.113969E+02   -0.235113E+03    0.120602E+00
      4765   -0.246622E+03    0.114097E+02   -0.235212E+03    0.120738E+00
      4766   -0.246734E+03    0.114219E+02   -0.235312E+03    0.120866E+00
      4767   -0.246845E+03    0.114333E+02   -0.235412E+03    0.120987E+00
      4768   -0.246956E+03    0.114439E+02   -0.235512E+03    0.121100E+00
      4769   -0.247066E+03    0.114538E+02   -0.235612E+03    0.121204E+00
      4770   -0.247176E+03    0.114629E+02   -0.235713E+03    0.121300E+00
      4771   -0.247286E+03    0.114711E+02   -0.235815E+03    0.121387E+00
      4772   -0.247395E+03    0.114784E+02   -0.235916E+03    0.121465E+00
      4773   -0.247503E+03    0.114849E+02   -0.236019E+03    0.121533E+00
      4774   -0.247611E+03    0.114904E+02   -0.236121E+03    0.121592E+00
      4775   -0.247719E+03    0.114950E+02   -0.236224E+03    0.121640E+00
